event_id_cnty,event_date,year,event_type,actor1,actor2,country,admin1,admin2,latitude,longitude,fatalities
IND73389,2017-11-18,2017,Battles,Rebel Group B,Protesters,India,Manipur,Thoubal,24.786061581294586,93.78109228432456,2
IND24901,2017-11-23,2017,Explosions/Remote violence,Unidentified Armed Group,Civilians,India,Manipur,Kakching,24.97595136881952,93.69776107691624,0
IND34578,2017-11-25,2017,Explosions/Remote violence,Rebel Group B,Rebel Group A,India,Manipur,Kamjong,24.867895866841256,93.93589621904485,3
IND98614,2017-11-28,2017,Protests,Protesters,None,India,Manipur,Senapati,25.074250975476435,93.8937613311108,0
IND66707,2017-11-28,2017,Protests,Unidentified Armed Group,Civilians,India,Manipur,Kangpokpi,25.290254845497255,93.55947111243148,0
IND10605,2017-12-02,2017,Protests,Protesters,Unidentified Armed Group,India,Manipur,Thoubal,24.463132893494983,94.19235947771654,0
IND80558,2017-12-03,2017,Protests,State Forces,Rebel Group A,India,Manipur,Imphal East,24.726670143559144,93.67821614407362,0
IND99861,2017-12-04,2017,Protests,Civilians,Unidentified Armed Group,India,Manipur,Jiribam,24.409978905187288,93.88067224612124,0
IND82978,2017-12-05,2017,Riots,State Forces,Unidentified Armed Group,India,Manipur,Thoubal,24.745262966884965,94.14351324305589,1
IND90409,2017-12-05,2017,Violence against civilians,Rebel Group B,None,India,Manipur,Tamenglong,24.96507654576226,94.30161551756854,0
IND65612,2017-12-08,2017,Protests,Rebel Group B,None,India,Manipur,Ukhrul,24.54551565011858,94.49417856827831,0
IND48989,2017-12-13,2017,Battles,Civilians,Civilians,India,Manipur,Kangpokpi,24.853317808742098,94.20294028374643,2
IND86028,2017-12-13,2017,Riots,Protesters,None,India,Manipur,Ukhrul,24.944179693484063,93.51660361740713,1
IND47372,2017-12-13,2017,Riots,Rebel Group B,None,India,Manipur,Churachandpur,25.13197334920312,94.68777134152086,1
IND24469,2017-12-17,2017,Battles,Civilians,Unidentified Armed Group,India,Manipur,Ukhrul,25.045299583456483,93.96738189523512,4
IND59094,2017-12-17,2017,Battles,Rebel Group B,Unidentified Armed Group,India,Manipur,Chandel,24.58774575049796,94.06783032533315,2
IND70943,2017-12-18,2017,Strategic developments,Unidentified Armed Group,None,India,Manipur,Noney,24.815410381173923,94.04936937899329,0
IND85603,2017-12-18,2017,Strategic developments,Rebel Group A,None,India,Manipur,Senapati,24.296483918369223,93.65726759870205,0
IND25674,2017-12-19,2017,Strategic developments,Rebel Group B,Rebel Group B,India,Manipur,Imphal East,25.039126364214326,94.13776534706473,0
IND41099,2017-12-20,2017,Riots,Rebel Group B,Rebel Group B,India,Manipur,Churachandpur,24.32993998468048,94.20419110606093,0
IND27071,2017-12-23,2017,Protests,Protesters,State Forces,India,Manipur,Churachandpur,24.48141419966993,93.90856920546214,0
IND96450,2017-12-25,2017,Strategic developments,Rebel Group B,Rebel Group A,India,Manipur,Tamenglong,25.117011233747775,93.82828490365483,0
IND11700,2017-12-26,2017,Strategic developments,Rebel Group B,Unidentified Armed Group,India,Manipur,Kangpokpi,25.712577700781022,94.55376306944886,0
IND43461,2017-12-27,2017,Protests,Civilians,Protesters,India,Manipur,Tengnoupal,23.914710298091872,94.10815382186577,0
IND49136,2017-12-29,2017,Protests,Protesters,None,India,Manipur,Thoubal,24.042523850676048,94.00376354385641,0
IND54041,2017-12-30,2017,Battles,Unidentified Armed Group,Rebel Group A,India,Manipur,Thoubal,24.89628934659263,94.15435984180196,0
IND19291,2017-12-30,2017,Violence against civilians,Protesters,Protesters,India,Manipur,Imphal East,24.814953748434778,93.6213011553091,1
IND99294,2018-01-01,2018,Battles,Rebel Group B,Unidentified Armed Group,India,Manipur,Senapati,24.71775684414332,93.56045208423883,2
IND71858,2018-01-02,2018,Protests,Civilians,None,India,Manipur,Kangpokpi,25.483245736110863,93.8205854764956,0
IND28428,2018-01-03,2018,Protests,Unidentified Armed Group,None,India,Manipur,Noney,24.831366634802563,93.85229350376326,0
IND70710,2018-01-04,2018,Explosions/Remote violence,Protesters,Rebel Group A,India,Manipur,Imphal East,24.571779456673383,94.06750247327177,1
IND30688,2018-01-04,2018,Protests,Protesters,None,India,Manipur,Bishnupur,24.8517582276526,93.8602579146217,0
IND27331,2018-01-05,2018,Protests,Unidentified Armed Group,Unidentified Armed Group,India,Manipur,Churachandpur,24.898058236383793,94.32855832585605,0
IND97527,2018-01-05,2018,Riots,Rebel Group B,Unidentified Armed Group,India,Manipur,Kangpokpi,24.750183789767018,93.89468748232841,0
IND94576,2018-01-09,2018,Violence against civilians,Rebel Group A,Protesters,India,Manipur,Kakching,24.961183364574577,93.92794772041428,0
IND16734,2018-01-10,2018,Violence against civilians,State Forces,None,India,Manipur,Senapati,25.25752813355025,93.96133223721404,0
IND72751,2018-01-11,2018,Protests,State Forces,State Forces,India,Manipur,Kangpokpi,25.312886778291837,93.56867078379834,0
IND55301,2018-01-15,2018,Battles,Civilians,Unidentified Armed Group,India,Manipur,Churachandpur,25.453996153984306,93.78549474381792,2
IND84632,2018-01-15,2018,Battles,Rebel Group A,Unidentified Armed Group,India,Manipur,Noney,24.52054422302926,93.14935488308777,5
IND53781,2018-01-17,2018,Riots,Rebel Group B,Unidentified Armed Group,India,Manipur,Imphal West,25.072604510472548,94.07547569878793,0
IND77675,2018-01-18,2018,Strategic developments,State Forces,Unidentified Armed Group,India,Manipur,Jiribam,25.147497014198912,93.95588532798506,0
IND18250,2018-01-20,2018,Strategic developments,Civilians,Rebel Group B,India,Manipur,Tengnoupal,24.748868462586973,93.65308157943365,0
IND35499,2018-01-20,2018,Explosions/Remote violence,Protesters,Rebel Group A,India,Manipur,Kakching,25.160640095967803,93.6013304181932,3
IND12017,2018-01-21,2018,Strategic developments,Rebel Group B,Protesters,India,Manipur,Jiribam,24.591315998645452,93.9952414745482,0
IND94166,2018-01-22,2018,Protests,State Forces,None,India,Manipur,Imphal West,25.05135260088628,93.87218351334198,0
IND48492,2018-01-22,2018,Protests,Rebel Group B,Civilians,India,Manipur,Imphal East,24.800794377109455,94.21569050104875,0
IND88610,2018-01-25,2018,Riots,State Forces,None,India,Manipur,Kangpokpi,25.030092498983134,94.35088063765788,1
IND19445,2018-01-27,2018,Explosions/Remote violence,State Forces,Unidentified Armed Group,India,Manipur,Thoubal,24.861222844698172,94.18093585362028,1
IND83269,2018-01-27,2018,Riots,Protesters,Unidentified Armed Group,India,Manipur,Kangpokpi,25.01853192838382,93.84412113444765,1
IND28082,2018-01-27,2018,Riots,State Forces,Civilians,India,Manipur,Senapati,24.624111590476726,94.18303433827528,0
IND18455,2018-01-29,2018,Riots,State Forces,Unidentified Armed Group,India,Manipur,Kakching,25.029022779086606,93.60467236101653,1
IND14400,2018-02-01,2018,Strategic developments,State Forces,Rebel Group B,India,Manipur,Ukhrul,25.0023184726303,93.85578621663319,0
IND58192,2018-02-06,2018,Protests,Unidentified Armed Group,None,India,Manipur,Chandel,24.42136684284815,93.4785683759267,0
IND54189,2018-02-09,2018,Protests,Unidentified Armed Group,State Forces,India,Manipur,Tengnoupal,24.983288769236943,94.03993897396398,0
IND62383,2018-02-10,2018,Protests,Rebel Group B,None,India,Manipur,Bishnupur,24.63719665583005,93.38881415195486,0
IND46018,2018-02-11,2018,Riots,Protesters,Unidentified Armed Group,India,Manipur,Ukhrul,24.29950436976062,93.20952053879083,0
IND13324,2018-02-11,2018,Battles,Protesters,Rebel Group B,India,Manipur,Imphal West,25.140961010272623,93.53601362373638,1
IND57201,2018-02-12,2018,Violence against civilians,Protesters,None,India,Manipur,Imphal East,24.521583166758376,93.78388750974408,1
IND94767,2018-02-12,2018,Protests,Rebel Group A,None,India,Manipur,Senapati,24.35357737740372,93.65304133819039,0
IND99841,2018-02-14,2018,Protests,Protesters,Civilians,India,Manipur,Jiribam,24.768795431654052,94.1857566321757,0
IND29139,2018-02-18,2018,Violence against civilians,Unidentified Armed Group,None,India,Manipur,Churachandpur,24.882034621514084,93.64266413120943,0
IND62420,2018-02-19,2018,Violence against civilians,State Forces,None,India,Manipur,Tengnoupal,24.87670957098845,93.9865104948559,1
IND45175,2018-02-20,2018,Battles,State Forces,None,India,Manipur,Imphal West,25.078688816011176,93.93986764227583,3
IND99342,2018-02-22,2018,Strategic developments,Civilians,Unidentified Armed Group,India,Manipur,Thoubal,25.11048819068859,93.72808508115128,0
IND58110,2018-02-23,2018,Protests,Unidentified Armed Group,Rebel Group A,India,Manipur,Tengnoupal,24.806607343224634,94.2443050501115,0
IND41080,2018-02-24,2018,Strategic developments,Unidentified Armed Group,Civilians,India,Manipur,Churachandpur,24.281897223064988,93.93146879270694,0
IND79322,2018-02-26,2018,Protests,Rebel Group A,Protesters,India,Manipur,Kangpokpi,24.76205485868401,93.82979805974604,0
IND40286,2018-03-04,2018,Explosions/Remote violence,Civilians,Unidentified Armed Group,India,Manipur,Pherzawl,25.42387698666582,93.3678732871821,3
IND97347,2018-03-08,2018,Protests,Rebel Group B,State Forces,India,Manipur,Senapati,24.69908417288158,94.23728954756257,0
IND20101,2018-03-08,2018,Riots,Rebel Group A,Rebel Group A,India,Manipur,Noney,24.935895904602358,94.20318993548959,0
IND40507,2018-03-09,2018,Protests,Rebel Group A,Civilians,India,Manipur,Chandel,25.14669099874574,93.8872651488879,0
IND83469,2018-03-10,2018,Violence against civilians,Protesters,None,India,Manipur,Kangpokpi,24.62220168229124,93.53879164097667,1
IND92336,2018-03-11,2018,Riots,Protesters,Civilians,India,Manipur,Imphal East,25.207196825863225,93.89689905082099,0
IND34599,2018-03-14,2018,Riots,Civilians,Rebel Group A,India,Manipur,Thoubal,24.97478325418744,94.21531660374086,1
IND61745,2018-03-14,2018,Protests,Unidentified Armed Group,None,India,Manipur,Imphal East,24.92288799266167,93.50657333923024,0
IND85963,2018-03-15,2018,Violence against civilians,Unidentified Armed Group,State Forces,India,Manipur,Imphal East,24.50695426782608,94.22770794739955,0
IND52351,2018-03-16,2018,Strategic developments,Rebel Group A,Protesters,India,Manipur,Tamenglong,24.62010718263092,93.69899171534418,0
IND27279,2018-03-17,2018,Protests,State Forces,None,India,Manipur,Churachandpur,24.950654361119255,93.75914796396943,0
IND77751,2018-03-18,2018,Violence against civilians,Rebel Group A,Unidentified Armed Group,India,Manipur,Tengnoupal,25.047906023068602,94.13540853067887,0
IND10769,2018-03-21,2018,Protests,Rebel Group B,Protesters,India,Manipur,Jiribam,24.660360528994,93.80086772318748,0
IND36671,2018-03-24,2018,Protests,State Forces,Rebel Group B,India,Manipur,Tengnoupal,25.25940728088364,93.67052670195046,0
IND62753,2018-03-25,2018,Protests,Protesters,Unidentified Armed Group,India,Manipur,Tamenglong,24.481387501933927,93.71803961334406,0
IND43133,2018-03-26,2018,Protests,State Forces,Protesters,India,Manipur,Pherzawl,24.509620586051266,93.66896952714147,0
IND70780,2018-04-07,2018,Protests,Rebel Group B,None,India,Manipur,Imphal West,24.443183867448873,93.85527886438037,0
IND17071,2018-04-08,2018,Violence against civilians,Unidentified Armed Group,Protesters,India,Manipur,Kangpokpi,24.876455865647284,94.20551681965209,1
IND49865,2018-04-12,2018,Riots,State Forces,Rebel Group A,India,Manipur,Thoubal,24.901974110558292,94.24828952353089,0
IND73365,2018-04-14,2018,Protests,Rebel Group A,Rebel Group A,India,Manipur,Imphal West,24.764654648014893,94.23725912731233,0
IND89865,2018-04-15,2018,Protests,Rebel Group B,Unidentified Armed Group,India,Manipur,Kakching,24.888829606417367,94.09883083613893,0
IND50502,2018-04-16,2018,Riots,Rebel Group A,Civilians,India,Manipur,Chandel,24.491001402691325,93.93682970655556,1
IND43971,2018-04-17,2018,Strategic developments,Rebel Group A,None,India,Manipur,Imphal East,24.981066911035505,94.11623053392834,0
IND18299,2018-04-18,2018,Battles,Unidentified Armed Group,Civilians,India,Manipur,Imphal East,25.213968084332475,94.1573724332869,0
IND78828,2018-04-18,2018,Protests,State Forces,None,India,Manipur,Chandel,24.604972972834545,93.716973911093,0
IND86439,2018-04-18,2018,Protests,Unidentified Armed Group,Rebel Group A,India,Manipur,Imphal East,24.46427053950054,94.2762313234906,0
IND69670,2018-04-18,2018,Protests,Rebel Group B,Unidentified Armed Group,India,Manipur,Imphal East,24.28029628284957,94.23893534702371,0
IND17659,2018-04-18,2018,Protests,Protesters,Unidentified Armed Group,India,Manipur,Ukhrul,24.438950570448227,93.75189157758817,0
IND19765,2018-04-19,2018,Riots,Protesters,None,India,Manipur,Churachandpur,24.499510729637333,93.77895100910996,0
IND34104,2018-04-19,2018,Protests,State Forces,Protesters,India,Manipur,Churachandpur,24.95217398994479,94.179889161733,0
IND78819,2018-04-23,2018,Protests,Civilians,Civilians,India,Manipur,Imphal West,25.171381309660735,93.97440771668538,0
IND25660,2018-04-23,2018,Explosions/Remote violence,State Forces,None,India,Manipur,Churachandpur,24.51802218452346,93.37795478976332,3
IND21984,2018-04-24,2018,Protests,Protesters,Rebel Group A,India,Manipur,Tamenglong,24.948193956111687,93.4360131959378,0
IND53562,2018-04-25,2018,Strategic developments,Rebel Group A,Unidentified Armed Group,India,Manipur,Kamjong,24.72961241884456,94.16617371190969,0
IND31460,2018-04-25,2018,Violence against civilians,Protesters,State Forces,India,Manipur,Kamjong,25.16087240267921,93.68479202582166,0
IND89401,2018-04-27,2018,Riots,Rebel Group A,Civilians,India,Manipur,Kakching,25.280577150926423,94.66106519367162,0
IND83144,2018-04-28,2018,Battles,Rebel Group A,None,India,Manipur,Imphal East,25.036149649079125,94.68230959279896,2
IND76060,2018-04-28,2018,Battles,Civilians,None,India,Manipur,Imphal East,24.94573985845669,93.72178735132489,2
IND20397,2018-05-01,2018,Battles,Rebel Group B,None,India,Manipur,Pherzawl,25.216285280746845,94.22666066444512,3
IND21028,2018-05-02,2018,Protests,Unidentified Armed Group,Civilians,India,Manipur,Churachandpur,24.904891058642907,93.28400719418421,0
IND84319,2018-05-02,2018,Protests,Civilians,None,India,Manipur,Thoubal,24.060518559561388,94.04043739486646,0
IND29076,2018-05-03,2018,Battles,Rebel Group B,Civilians,India,Manipur,Kakching,25.093231144309584,93.69637609911615,3
IND92453,2018-05-06,2018,Riots,Rebel Group A,Rebel Group A,India,Manipur,Bishnupur,25.266882756394143,93.65392418535028,0
IND29510,2018-05-06,2018,Protests,State Forces,None,India,Manipur,Noney,24.709546478758675,93.79171485813337,0
IND77264,2018-05-08,2018,Battles,Rebel Group B,Unidentified Armed Group,India,Manipur,Kangpokpi,24.69047365851718,94.32876187529077,3
IND25782,2018-05-10,2018,Protests,Unidentified Armed Group,None,India,Manipur,Churachandpur,25.213119784434003,93.53570573118543,0
IND50372,2018-05-12,2018,Explosions/Remote violence,State Forces,Rebel Group A,India,Manipur,Churachandpur,24.939279629434193,93.95555506926081,1
IND63096,2018-05-12,2018,Battles,Unidentified Armed Group,Civilians,India,Manipur,Kakching,24.95778247118239,93.8319725148093,2
IND67853,2018-05-12,2018,Explosions/Remote violence,Rebel Group B,None,India,Manipur,Pherzawl,24.814011254787786,93.5806413067742,1
IND86251,2018-05-15,2018,Strategic developments,Unidentified Armed Group,None,India,Manipur,Thoubal,24.65973383761945,94.04629704147253,0
IND71365,2018-05-19,2018,Battles,Rebel Group B,Civilians,India,Manipur,Imphal East,24.825830697270433,93.58933569587332,2
IND35826,2018-05-19,2018,Strategic developments,Civilians,None,India,Manipur,Tengnoupal,24.70701757157413,93.9560703091511,0
IND22059,2018-05-19,2018,Battles,Protesters,Rebel Group B,India,Manipur,Kangpokpi,24.223080026297765,93.96291966496452,4
IND44682,2018-05-20,2018,Battles,Rebel Group B,Civilians,India,Manipur,Tamenglong,24.85848099999974,94.04616143372877,3
IND59757,2018-05-20,2018,Strategic developments,Rebel Group A,Unidentified Armed Group,India,Manipur,Imphal West,25.280742374819948,93.96286554196335,0
IND19151,2018-05-22,2018,Riots,State Forces,Civilians,India,Manipur,Bishnupur,25.18098099429607,93.89937309248327,1
IND87471,2018-05-23,2018,Protests,Rebel Group B,None,India,Manipur,Imphal West,24.593856802409874,93.73486905144527,0
IND88388,2018-05-28,2018,Battles,Rebel Group B,Protesters,India,Manipur,Churachandpur,24.703803546964522,94.54454212757338,1
IND29779,2018-05-31,2018,Battles,Protesters,Protesters,India,Manipur,Imphal East,25.075627596144443,93.76595193257029,1
IND13457,2018-06-01,2018,Explosions/Remote violence,Protesters,Rebel Group B,India,Manipur,Imphal East,24.627244222796946,94.02307457166368,0
IND69097,2018-06-02,2018,Battles,Rebel Group A,Rebel Group B,India,Manipur,Ukhrul,24.653596944476167,94.24545445265785,3
IND31644,2018-06-06,2018,Strategic developments,State Forces,Rebel Group A,India,Manipur,Pherzawl,25.355563406773697,93.77601225637721,0
IND77785,2018-06-07,2018,Protests,Unidentified Armed Group,Civilians,India,Manipur,Bishnupur,24.603606847358545,93.92682657798355,0
IND58277,2018-06-07,2018,Riots,State Forces,Rebel Group A,India,Manipur,Imphal West,24.842750014512745,93.7811330390544,1
IND12682,2018-06-07,2018,Battles,Protesters,Rebel Group A,India,Manipur,Tamenglong,24.850519055575578,94.05344567307912,2
IND19479,2018-06-08,2018,Riots,State Forces,State Forces,India,Manipur,Imphal West,25.140706792082614,93.6656330769272,1
IND80791,2018-06-09,2018,Riots,Protesters,None,India,Manipur,Churachandpur,25.06647457697291,93.4941359670363,0
IND78524,2018-06-10,2018,Riots,Civilians,State Forces,India,Manipur,Imphal West,24.755495654172442,94.05581351233056,0
IND61877,2018-06-11,2018,Protests,Unidentified Armed Group,None,India,Manipur,Ukhrul,24.889127463051636,93.60921982988141,0
IND74324,2018-06-12,2018,Battles,Rebel Group B,Civilians,India,Manipur,Chandel,24.74567745776942,93.97452877436783,3
IND93251,2018-06-13,2018,Protests,Rebel Group A,None,India,Manipur,Imphal West,25.050911657364285,94.16583145441685,0
IND46516,2018-06-13,2018,Battles,Protesters,None,India,Manipur,Thoubal,24.87776773508797,94.16760741246429,2
IND85483,2018-06-19,2018,Protests,State Forces,Unidentified Armed Group,India,Manipur,Imphal West,24.729397436346094,93.80058992590418,0
IND55932,2018-06-21,2018,Riots,Protesters,Protesters,India,Manipur,Imphal West,24.678727037715504,94.67632652552831,0
IND95489,2018-06-24,2018,Riots,Protesters,Unidentified Armed Group,India,Manipur,Thoubal,25.07832271865368,94.36703981697008,0
IND54819,2018-06-24,2018,Protests,Civilians,State Forces,India,Manipur,Noney,24.495574936011543,93.9507046095914,0
IND42206,2018-06-27,2018,Protests,Civilians,Rebel Group B,India,Manipur,Senapati,25.07689610944713,94.06889543642839,0
IND47748,2018-06-28,2018,Protests,Unidentified Armed Group,None,India,Manipur,Chandel,24.763110888182347,94.17053918767651,0
IND60907,2018-06-28,2018,Riots,Protesters,Civilians,India,Manipur,Kakching,24.95540905632403,93.8234499593202,1
IND59649,2018-07-02,2018,Protests,Rebel Group A,State Forces,India,Manipur,Churachandpur,25.083996268665132,94.04472102930724,0
IND16492,2018-07-03,2018,Battles,Unidentified Armed Group,Rebel Group B,India,Manipur,Ukhrul,24.833573053172774,94.12979233415108,2
IND93961,2018-07-04,2018,Protests,Civilians,None,India,Manipur,Senapati,24.91604278473672,94.20511036616372,0
IND27060,2018-07-04,2018,Battles,State Forces,Civilians,India,Manipur,Imphal West,25.04969833731004,94.36380733844146,1
IND28281,2018-07-04,2018,Protests,Civilians,State Forces,India,Manipur,Imphal West,24.561706471224113,94.08702450979305,0
IND26490,2018-07-05,2018,Explosions/Remote violence,State Forces,Civilians,India,Manipur,Kangpokpi,25.430474340634653,93.77916400212847,2
IND19402,2018-07-05,2018,Protests,State Forces,Rebel Group B,India,Manipur,Ukhrul,24.74863471348543,93.96548226323378,0
IND67848,2018-07-05,2018,Violence against civilians,State Forces,None,India,Manipur,Chandel,24.884891292533684,93.85046057507611,3
IND74456,2018-07-09,2018,Protests,Protesters,None,India,Manipur,Tamenglong,24.96263851687737,93.62615244141112,0
IND82447,2018-07-18,2018,Strategic developments,Rebel Group A,Unidentified Armed Group,India,Manipur,Pherzawl,24.797402943316175,93.23330831914365,0
IND86668,2018-07-20,2018,Explosions/Remote violence,Rebel Group B,Civilians,India,Manipur,Pherzawl,25.125876469792644,94.00257592412255,3
IND76358,2018-07-20,2018,Strategic developments,Protesters,Protesters,India,Manipur,Kamjong,24.94929045455838,93.61248100172004,0
IND61315,2018-07-21,2018,Battles,Rebel Group B,Civilians,India,Manipur,Imphal East,24.952775363560164,93.87299814299315,1
IND64564,2018-07-23,2018,Explosions/Remote violence,Civilians,None,India,Manipur,Churachandpur,25.08390499430028,93.81473956639569,2
IND95439,2018-08-03,2018,Protests,Rebel Group A,Unidentified Armed Group,India,Manipur,Thoubal,24.78657765108344,94.19655846750014,0
IND16325,2018-08-07,2018,Riots,State Forces,Civilians,India,Manipur,Churachandpur,24.439377172862724,93.46502912821762,1
IND10060,2018-08-08,2018,Riots,State Forces,None,India,Manipur,Imphal East,24.853602944393607,93.62302619934287,0
IND31017,2018-08-10,2018,Riots,State Forces,Unidentified Armed Group,India,Manipur,Pherzawl,25.010142709586017,94.1106924946577,0
IND54221,2018-08-11,2018,Violence against civilians,Civilians,State Forces,India,Manipur,Kangpokpi,24.823156200872482,93.99639987581119,0
IND58285,2018-08-11,2018,Battles,Civilians,Protesters,India,Manipur,Imphal East,25.041394130218574,93.83029030170599,3
IND69040,2018-08-12,2018,Riots,Rebel Group B,None,India,Manipur,Pherzawl,24.605369882782814,93.68551044743921,0
IND25120,2018-08-12,2018,Riots,Rebel Group B,Rebel Group B,India,Manipur,Imphal East,24.756127077315536,94.40874080661288,0
IND48599,2018-08-14,2018,Explosions/Remote violence,Unidentified Armed Group,Civilians,India,Manipur,Imphal West,24.298028290771963,93.8292836095468,0
IND95189,2018-08-16,2018,Battles,Unidentified Armed Group,Unidentified Armed Group,India,Manipur,Imphal West,24.990273901517057,94.56931264214961,4
IND69658,2018-08-16,2018,Protests,Civilians,Civilians,India,Manipur,Senapati,25.153124869504374,93.31557729058133,0
IND85794,2018-08-17,2018,Protests,Rebel Group B,Protesters,India,Manipur,Kangpokpi,25.24779673725072,93.50001048726962,0
IND17997,2018-08-17,2018,Riots,Rebel Group B,Unidentified Armed Group,India,Manipur,Kamjong,24.599498657257158,94.08964498824805,0
IND88971,2018-08-17,2018,Battles,Civilians,Rebel Group A,India,Manipur,Senapati,24.010442410060943,93.7401041355557,3
IND47853,2018-08-18,2018,Riots,Unidentified Armed Group,None,India,Manipur,Ukhrul,24.5812961210164,93.76768994748264,2
IND26626,2018-08-22,2018,Riots,Protesters,None,India,Manipur,Imphal West,25.12771739277491,94.1827184995073,1
IND48533,2018-08-23,2018,Protests,Protesters,Civilians,India,Manipur,Kamjong,24.9088393567015,94.48997772275459,0
IND64130,2018-08-24,2018,Protests,Civilians,None,India,Manipur,Churachandpur,24.56611206078043,94.09985556480922,0
IND93518,2018-08-24,2018,Protests,State Forces,Unidentified Armed Group,India,Manipur,Kakching,24.97273919408483,93.91340978240997,0
IND14502,2018-08-24,2018,Riots,State Forces,None,India,Manipur,Senapati,24.95056970886955,93.83312986419182,0
IND26616,2018-08-24,2018,Protests,State Forces,State Forces,India,Manipur,Imphal West,25.287875219884324,93.89681072990183,0
IND19487,2018-08-27,2018,Protests,Rebel Group A,None,India,Manipur,Imphal East,24.873609928699032,94.08593829720687,0
IND80021,2018-08-28,2018,Protests,Rebel Group A,None,India,Manipur,Noney,24.76426542347004,94.05928149227061,0
IND95392,2018-08-31,2018,Protests,State Forces,Civilians,India,Manipur,Imphal East,24.758598921436757,94.36270189326312,0
IND54324,2018-09-01,2018,Battles,Civilians,Unidentified Armed Group,India,Manipur,Kamjong,24.545005436453714,94.30498214662438,2
IND61310,2018-09-02,2018,Explosions/Remote violence,Rebel Group B,State Forces,India,Manipur,Tamenglong,25.08061702401273,93.46186255417793,2
IND42691,2018-09-06,2018,Protests,Protesters,Unidentified Armed Group,India,Manipur,Thoubal,24.696605111121706,94.58673805691397,0
IND90709,2018-09-06,2018,Battles,State Forces,Protesters,India,Manipur,Noney,24.7361768145002,93.50071806646714,0
IND42780,2018-09-08,2018,Violence against civilians,Civilians,None,India,Manipur,Thoubal,24.377220207867815,94.05102675372439,0
IND81746,2018-09-11,2018,Riots,Protesters,Protesters,India,Manipur,Churachandpur,25.057545787060317,93.48822018199958,1
IND82237,2018-09-12,2018,Strategic developments,Rebel Group B,State Forces,India,Manipur,Chandel,24.7032010240485,93.59519961845874,0
IND70085,2018-09-14,2018,Battles,Unidentified Armed Group,None,India,Manipur,Kamjong,24.73279522274527,93.73077391020936,3
IND33625,2018-09-14,2018,Battles,Rebel Group B,Protesters,India,Manipur,Chandel,24.843963736120646,94.20776280023938,2
IND84356,2018-09-16,2018,Protests,Rebel Group B,None,India,Manipur,Churachandpur,24.599324710585208,93.61281297718406,0
IND12759,2018-09-16,2018,Protests,Protesters,Civilians,India,Manipur,Ukhrul,24.533636118734623,94.12420209433876,0
IND70594,2018-09-17,2018,Riots,Civilians,Protesters,India,Manipur,Imphal East,25.02900405779405,93.9023515584778,0
IND24250,2018-09-17,2018,Protests,State Forces,State Forces,India,Manipur,Thoubal,25.14903238757808,94.15778322926207,0
IND47068,2018-09-17,2018,Battles,Unidentified Armed Group,Civilians,India,Manipur,Churachandpur,24.71581350224054,93.9584702422657,2
IND68185,2018-09-17,2018,Battles,Unidentified Armed Group,State Forces,India,Manipur,Kamjong,24.66047000281028,93.9715375738953,0
IND75618,2018-09-17,2018,Protests,State Forces,Civilians,India,Manipur,Kangpokpi,24.900038034797586,93.47746774923328,0
IND58634,2018-09-18,2018,Protests,Unidentified Armed Group,State Forces,India,Manipur,Jiribam,24.93819302951664,93.72842991639088,0
IND10289,2018-09-19,2018,Protests,Rebel Group B,State Forces,India,Manipur,Kakching,25.00941495322096,93.587199450922,0
IND89598,2018-09-19,2018,Battles,Rebel Group B,Civilians,India,Manipur,Noney,24.921374823436267,93.73658478369197,2
IND68828,2018-09-20,2018,Riots,Rebel Group B,Rebel Group A,India,Manipur,Chandel,24.963519868708733,93.59436296023772,1
IND39055,2018-09-20,2018,Explosions/Remote violence,State Forces,None,India,Manipur,Ukhrul,24.635796317522463,94.07672899473006,1
IND64826,2018-09-21,2018,Riots,Protesters,None,India,Manipur,Imphal West,24.358177038813896,94.06006084854013,0
IND93457,2018-09-22,2018,Strategic developments,Rebel Group B,Civilians,India,Manipur,Tamenglong,25.08782315665564,93.99917602021519,0
IND40993,2018-09-22,2018,Riots,Unidentified Armed Group,State Forces,India,Manipur,Senapati,25.13826213175728,93.89706524384304,1
IND19596,2018-09-27,2018,Riots,Unidentified Armed Group,Civilians,India,Manipur,Tamenglong,25.28507665885928,93.35131912613514,0
IND50462,2018-09-28,2018,Battles,State Forces,None,India,Manipur,Imphal West,24.25910108783506,94.2959283578777,3
IND15313,2018-09-29,2018,Battles,Rebel Group B,None,India,Manipur,Kangpokpi,24.58187394366267,93.80532226478644,1
IND34849,2018-09-30,2018,Protests,State Forces,Civilians,India,Manipur,Noney,25.2405886017849,93.16738765845504,0
IND94215,2018-09-30,2018,Explosions/Remote violence,Unidentified Armed Group,Protesters,India,Manipur,Bishnupur,24.85905400930048,94.09512437281745,3
IND32588,2018-10-01,2018,Riots,Protesters,Rebel Group A,India,Manipur,Kamjong,25.09247477611888,93.79301352882857,0
IND94579,2018-10-02,2018,Explosions/Remote violence,Protesters,Rebel Group A,India,Manipur,Ukhrul,24.67266458233882,93.67376644655855,2
IND29675,2018-10-04,2018,Battles,Unidentified Armed Group,Unidentified Armed Group,India,Manipur,Ukhrul,24.553605223973033,93.68873589378805,0
IND47550,2018-10-05,2018,Protests,Civilians,None,India,Manipur,Churachandpur,25.123575964745804,93.89425541069926,0
