event_date,year,district,event_type,actor1,actor2,fatalities,latitude,longitude,month,year_month,season,event_count,rolling_event_count_30d
2019-05-08,2019,Churachandpur,Riots,Unidentified Armed Group,,0,25.382164847326617,93.74325959159422,5,2019-05,Pre-Monsoon,1,1.0
2019-05-25,2019,Churachandpur,Protests,Civilians,,0,24.591861767575367,94.02942538429755,5,2019-05,Pre-Monsoon,1,2.0
2019-06-13,2019,Churachandpur,Riots,Unidentified Armed Group,,0,24.761709388967173,94.0604332833423,6,2019-06,Monsoon,1,2.0
2019-06-23,2019,Churachandpur,Battles,Unidentified Armed Group,Rebel Group A,1,24.901984813555067,94.34635223115248,6,2019-06,Monsoon,1,3.0
2019-07-16,2019,Churachandpur,Riots,Unidentified Armed Group,Unidentified Armed Group,0,24.60169430888024,93.96696291496856,7,2019-07,Monsoon,1,2.0
2019-08-06,2019,Churachandpur,Protests,Unidentified Armed Group,Civilians,0,24.617997208915707,94.24723276894645,8,2019-08,Monsoon,1,2.0
2019-08-11,2019,Churachandpur,Protests,Civilians,State Forces,0,24.53100296297904,93.84017905254392,8,2019-08,Monsoon,1,3.0
2019-08-17,2019,Churachandpur,Protests,Rebel Group A,Unidentified Armed Group,0,24.810636107524985,93.9257579462081,8,2019-08,Monsoon,1,3.0
2019-08-28,2019,Churachandpur,Riots,Protesters,,0,25.05918793744333,93.5630701822701,8,2019-08,Monsoon,1,4.0
2019-09-06,2019,Churachandpur,Protests,Unidentified Armed Group,State Forces,0,24.98352690983248,94.0209912100348,9,2019-09,Monsoon,1,4.0
2019-09-10,2019,Churachandpur,Explosions/Remote violence,Civilians,Protesters,0,24.959789758653468,93.9155277714814,9,2019-09,Monsoon,1,4.0
2019-09-20,2019,Churachandpur,Protests,State Forces,Civilians,0,24.826904763080456,93.88665917475116,9,2019-09,Monsoon,1,4.0
2019-09-29,2019,Churachandpur,Riots,Rebel Group A,,0,24.818955422493676,93.54347418128924,9,2019-09,Monsoon,1,4.0
2019-10-05,2019,Churachandpur,Protests,State Forces,State Forces,0,24.528197291773157,94.30352064849517,10,2019-10,Post-Monsoon,1,5.0
2019-10-21,2019,Churachandpur,Protests,State Forces,Civilians,0,24.491552628710348,93.66164076630724,10,2019-10,Post-Monsoon,1,3.0
2019-10-22,2019,Churachandpur,Riots,Civilians,Civilians,0,25.122330332511712,94.11505852363877,10,2019-10,Post-Monsoon,1,4.0
2019-10-24,2019,Churachandpur,Battles,State Forces,Rebel Group A,8,24.97386796282872,94.177404080819,10,2019-10,Post-Monsoon,1,5.0
2019-10-26,2019,Churachandpur,Battles,State Forces,,2,24.743609940495013,94.31975030116033,10,2019-10,Post-Monsoon,1,6.0
2019-11-08,2019,Churachandpur,Strategic developments,Civilians,,0,24.406886958577783,93.81754367246374,11,2019-11,Post-Monsoon,1,5.0
2019-11-11,2019,Churachandpur,Riots,Rebel Group B,,0,24.59529067419848,94.29364812036503,11,2019-11,Post-Monsoon,1,6.0
2019-11-12,2019,Churachandpur,Protests,Rebel Group B,State Forces,0,24.713160713583484,93.7830754137621,11,2019-11,Post-Monsoon,1,7.0
2019-11-16,2019,Churachandpur,Battles,Protesters,Rebel Group A,1,24.88996647197567,93.78877008080286,11,2019-11,Post-Monsoon,1,8.0
2019-11-19,2019,Churachandpur,Battles,Rebel Group A,,2,24.36529183834937,93.4586613829432,11,2019-11,Post-Monsoon,1,9.0
2019-11-22,2019,Churachandpur,Battles,Rebel Group B,Protesters,4,25.340665213043504,94.21319541465144,11,2019-11,Post-Monsoon,1,8.0
2019-11-22,2019,Churachandpur,Battles,Rebel Group B,Protesters,4,25.340665213043504,94.21319541465144,11,2019-11,Post-Monsoon,1,9.0
2019-11-22,2019,Churachandpur,Violence against civilians,Rebel Group A,Rebel Group A,1,25.07152068130365,93.6844930340353,11,2019-11,Post-Monsoon,1,8.0
2019-11-22,2019,Churachandpur,Violence against civilians,Rebel Group A,Rebel Group A,1,25.07152068130365,93.6844930340353,11,2019-11,Post-Monsoon,1,9.0
2019-11-23,2019,Churachandpur,Violence against civilians,Rebel Group B,,0,24.49579223752284,93.51593966217636,11,2019-11,Post-Monsoon,1,9.0
2019-11-30,2019,Churachandpur,Protests,Civilians,State Forces,0,25.08467909811104,94.12693306427964,11,2019-11,Post-Monsoon,1,9.0
2019-12-05,2019,Churachandpur,Battles,Rebel Group A,Civilians,6,24.68609215938453,93.21443950192194,12,2019-12,Winter,1,10.0
2019-12-08,2019,Churachandpur,Violence against civilians,Civilians,Rebel Group B,0,24.870507895707963,93.67850948982095,12,2019-12,Winter,1,10.0
2019-12-08,2019,Churachandpur,Violence against civilians,Civilians,Rebel Group B,0,24.870507895707963,93.67850948982095,12,2019-12,Winter,1,11.0
2019-12-08,2019,Churachandpur,Protests,Rebel Group B,Unidentified Armed Group,0,24.99988427963397,93.99675331528688,12,2019-12,Winter,1,10.0
2019-12-08,2019,Churachandpur,Protests,Rebel Group B,Unidentified Armed Group,0,24.99988427963397,93.99675331528688,12,2019-12,Winter,1,11.0
2019-12-12,2019,Churachandpur,Strategic developments,Civilians,,0,24.70321305592416,93.39959869636684,12,2019-12,Winter,1,10.0
2019-12-17,2019,Churachandpur,Protests,Unidentified Armed Group,,0,25.01182913986092,94.11133368791567,12,2019-12,Winter,1,10.0
2019-12-26,2019,Churachandpur,Explosions/Remote violence,Rebel Group A,Unidentified Armed Group,3,24.60391873050643,94.4376150378643,12,2019-12,Winter,1,7.0
2019-12-26,2019,Churachandpur,Explosions/Remote violence,Rebel Group A,Unidentified Armed Group,3,24.60391873050643,94.4376150378643,12,2019-12,Winter,1,8.0
2019-12-26,2019,Churachandpur,Protests,Unidentified Armed Group,Rebel Group B,0,24.66260753523456,93.60373298404711,12,2019-12,Winter,1,7.0
2019-12-26,2019,Churachandpur,Protests,Unidentified Armed Group,Rebel Group B,0,24.66260753523456,93.60373298404711,12,2019-12,Winter,1,8.0
2020-01-05,2020,Churachandpur,Protests,State Forces,,0,24.744821068365983,93.87749585218242,1,2020-01,Winter,1,7.0
2020-01-31,2020,Churachandpur,Protests,Rebel Group A,,0,24.916658740566607,93.80215723882044,1,2020-01,Winter,1,2.0
2020-02-16,2020,Churachandpur,Battles,Protesters,,2,24.8818198100708,94.10402256705537,2,2020-02,Winter,1,2.0
2020-02-16,2020,Churachandpur,Battles,Protesters,,2,24.8818198100708,94.10402256705537,2,2020-02,Winter,1,3.0
2020-02-16,2020,Churachandpur,Battles,Civilians,,2,24.9647077374928,94.02039884759148,2,2020-02,Winter,1,2.0
2020-02-16,2020,Churachandpur,Battles,Civilians,,2,24.9647077374928,94.02039884759148,2,2020-02,Winter,1,3.0
2020-03-10,2020,Churachandpur,Protests,Rebel Group A,Civilians,0,25.09111078711541,93.95169093909487,3,2020-03,Pre-Monsoon,1,3.0
2020-04-01,2020,Churachandpur,Riots,Unidentified Armed Group,Rebel Group B,0,25.196998375959524,93.64548139126768,4,2020-04,Pre-Monsoon,1,2.0
2020-04-19,2020,Churachandpur,Explosions/Remote violence,Civilians,Civilians,3,25.096144735277058,93.43047239034132,4,2020-04,Pre-Monsoon,1,2.0
2020-04-28,2020,Churachandpur,Explosions/Remote violence,Civilians,Rebel Group B,2,25.10269604252952,93.47414213174385,4,2020-04,Pre-Monsoon,1,3.0
2020-05-06,2020,Churachandpur,Riots,Unidentified Armed Group,State Forces,0,24.907332201757523,94.03071491297396,5,2020-05,Pre-Monsoon,1,3.0
2020-05-25,2020,Churachandpur,Protests,Civilians,Protesters,0,25.09742874542908,93.90493711476748,5,2020-05,Pre-Monsoon,1,3.0
2020-05-26,2020,Churachandpur,Riots,Unidentified Armed Group,Rebel Group B,1,25.192268136607535,93.85602950536024,5,2020-05,Pre-Monsoon,1,4.0
2020-05-27,2020,Churachandpur,Protests,Civilians,Civilians,0,24.75517438808842,93.94431634161192,5,2020-05,Pre-Monsoon,1,5.0
2020-05-29,2020,Churachandpur,Battles,Rebel Group B,Rebel Group A,2,24.769728219633087,93.6831198419222,5,2020-05,Pre-Monsoon,1,5.0
2020-06-05,2020,Churachandpur,Explosions/Remote violence,Protesters,,4,24.71813028603384,94.1050397593912,6,2020-06,Monsoon,1,5.0
2020-06-07,2020,Churachandpur,Protests,Rebel Group B,,0,24.54102764662783,93.4146765577832,6,2020-06,Monsoon,1,6.0
2020-06-12,2020,Churachandpur,Violence against civilians,Unidentified Armed Group,Rebel Group A,2,24.909529260156685,93.88866528295692,6,2020-06,Monsoon,1,7.0
2020-06-20,2020,Churachandpur,Protests,Rebel Group A,Rebel Group B,0,24.10267002530284,94.05498560269818,6,2020-06,Monsoon,1,8.0
2020-06-28,2020,Churachandpur,Battles,Rebel Group A,Unidentified Armed Group,3,25.2275224055676,94.24147844292534,6,2020-06,Monsoon,1,5.0
2020-07-18,2020,Churachandpur,Riots,State Forces,Rebel Group A,0,24.804302227107105,93.73372569195456,7,2020-07,Monsoon,1,3.0
2020-07-18,2020,Churachandpur,Riots,State Forces,Rebel Group A,0,24.804302227107105,93.73372569195456,7,2020-07,Monsoon,1,4.0
2020-07-18,2020,Churachandpur,Battles,Rebel Group B,Civilians,3,25.453302766080967,94.05455117285616,7,2020-07,Monsoon,1,3.0
2020-07-18,2020,Churachandpur,Battles,Rebel Group B,Civilians,3,25.453302766080967,94.05455117285616,7,2020-07,Monsoon,1,4.0
2020-07-22,2020,Churachandpur,Battles,Civilians,Rebel Group A,1,24.774741994460307,93.64144306032809,7,2020-07,Monsoon,1,4.0
2020-07-29,2020,Churachandpur,Battles,Unidentified Armed Group,Protesters,4,24.83558110645529,93.86934189083516,7,2020-07,Monsoon,1,4.0
2020-08-10,2020,Churachandpur,Protests,Unidentified Armed Group,,0,24.817862311253787,94.0460046324392,8,2020-08,Monsoon,1,5.0
2020-08-13,2020,Churachandpur,Riots,Protesters,Rebel Group A,0,24.282322928544232,93.6958280365339,8,2020-08,Monsoon,1,6.0
2020-08-22,2020,Churachandpur,Riots,Protesters,,1,24.750923619551173,93.95297612759174,8,2020-08,Monsoon,1,4.0
2020-09-07,2020,Churachandpur,Strategic developments,Rebel Group A,Rebel Group A,0,24.772029665602485,93.36689891574234,9,2020-09,Monsoon,1,4.0
2020-10-18,2020,Churachandpur,Riots,Rebel Group B,State Forces,0,24.96744078226098,94.21426426785868,10,2020-10,Post-Monsoon,1,1.0
2020-10-23,2020,Churachandpur,Violence against civilians,State Forces,State Forces,0,24.8073304933716,93.48536453236838,10,2020-10,Post-Monsoon,1,2.0
2020-10-29,2020,Churachandpur,Battles,Civilians,Civilians,0,24.759368595811097,93.89221388497056,10,2020-10,Post-Monsoon,1,3.0
2020-11-05,2020,Churachandpur,Strategic developments,Rebel Group B,Protesters,0,24.236044379647566,94.25271722990462,11,2020-11,Post-Monsoon,1,4.0
2020-11-13,2020,Churachandpur,Battles,Rebel Group A,,1,25.169891974435888,94.08305236321414,11,2020-11,Post-Monsoon,1,5.0
2020-12-05,2020,Churachandpur,Explosions/Remote violence,Rebel Group B,Civilians,2,25.042075433792174,93.68188901072467,12,2020-12,Winter,1,2.0
2020-12-08,2020,Churachandpur,Explosions/Remote violence,Rebel Group B,Rebel Group A,0,24.764788727091556,93.62548076660474,12,2020-12,Winter,1,3.0
2020-12-16,2020,Churachandpur,Riots,Rebel Group B,,1,25.000456500771957,93.5320758645832,12,2020-12,Winter,1,3.0
2020-12-17,2020,Churachandpur,Explosions/Remote violence,Civilians,Civilians,2,24.9953706660746,93.87387024666565,12,2020-12,Winter,1,4.0
2020-12-19,2020,Churachandpur,Explosions/Remote violence,Civilians,State Forces,0,25.06205346897957,94.13603164985298,12,2020-12,Winter,1,5.0
2020-12-28,2020,Churachandpur,Protests,Rebel Group B,,0,24.33590688073822,93.73516551462876,12,2020-12,Winter,1,6.0
2020-12-28,2020,Churachandpur,Protests,Rebel Group B,,0,24.33590688073822,93.73516551462876,12,2020-12,Winter,1,7.0
2020-12-28,2020,Churachandpur,Strategic developments,Rebel Group A,Rebel Group A,0,24.496991069966604,94.0630466032217,12,2020-12,Winter,1,6.0
2020-12-28,2020,Churachandpur,Strategic developments,Rebel Group A,Rebel Group A,0,24.496991069966604,94.0630466032217,12,2020-12,Winter,1,7.0
2021-01-04,2021,Churachandpur,Explosions/Remote violence,Rebel Group B,,2,24.51284443091621,93.82927892734614,1,2021-01,Winter,1,7.0
2021-01-04,2021,Churachandpur,Explosions/Remote violence,Rebel Group B,,2,24.51284443091621,93.82927892734614,1,2021-01,Winter,1,8.0
2021-01-04,2021,Churachandpur,Battles,Civilians,State Forces,2,24.463779852798226,94.05106223219656,1,2021-01,Winter,1,7.0
2021-01-04,2021,Churachandpur,Battles,Civilians,State Forces,2,24.463779852798226,94.05106223219656,1,2021-01,Winter,1,8.0
2021-01-05,2021,Churachandpur,Battles,Unidentified Armed Group,Civilians,2,24.62993228341026,93.85587808262748,1,2021-01,Winter,1,9.0
2021-01-10,2021,Churachandpur,Protests,Unidentified Armed Group,Unidentified Armed Group,0,24.839801617423724,94.41183950761524,1,2021-01,Winter,1,9.0
2021-01-10,2021,Churachandpur,Protests,Unidentified Armed Group,Unidentified Armed Group,0,24.839801617423724,94.41183950761524,1,2021-01,Winter,1,10.0
2021-01-10,2021,Churachandpur,Violence against civilians,State Forces,Civilians,0,24.87290685823344,93.94667628321017,1,2021-01,Winter,1,9.0
2021-01-10,2021,Churachandpur,Violence against civilians,State Forces,Civilians,0,24.87290685823344,93.94667628321017,1,2021-01,Winter,1,10.0
2021-01-11,2021,Churachandpur,Protests,Rebel Group A,Rebel Group A,0,24.80583222984577,93.97188288600287,1,2021-01,Winter,1,11.0
2021-01-17,2021,Churachandpur,Battles,Unidentified Armed Group,,1,25.237132025439497,93.9126730250432,1,2021-01,Winter,1,10.0
2021-01-17,2021,Churachandpur,Battles,Unidentified Armed Group,,1,25.237132025439497,93.9126730250432,1,2021-01,Winter,1,11.0
2021-01-17,2021,Churachandpur,Battles,Unidentified Armed Group,,1,25.237132025439497,93.9126730250432,1,2021-01,Winter,1,12.0
2021-01-17,2021,Churachandpur,Battles,Protesters,Civilians,1,24.526935542210797,94.29126894106464,1,2021-01,Winter,1,10.0
2021-01-17,2021,Churachandpur,Battles,Protesters,Civilians,1,24.526935542210797,94.29126894106464,1,2021-01,Winter,1,11.0
2021-01-17,2021,Churachandpur,Battles,Protesters,Civilians,1,24.526935542210797,94.29126894106464,1,2021-01,Winter,1,12.0
2021-01-17,2021,Churachandpur,Protests,Rebel Group B,State Forces,0,24.84309423110133,93.71615297279224,1,2021-01,Winter,1,10.0
2021-01-17,2021,Churachandpur,Protests,Rebel Group B,State Forces,0,24.84309423110133,93.71615297279224,1,2021-01,Winter,1,11.0
2021-01-17,2021,Churachandpur,Protests,Rebel Group B,State Forces,0,24.84309423110133,93.71615297279224,1,2021-01,Winter,1,12.0
2021-01-22,2021,Churachandpur,Protests,Rebel Group B,Rebel Group A,0,24.50223556929785,93.88465594613248,1,2021-01,Winter,1,12.0
2021-02-02,2021,Churachandpur,Protests,Rebel Group B,Rebel Group A,0,25.12264362391028,93.750161648823,2,2021-02,Winter,1,11.0
2021-02-14,2021,Churachandpur,Strategic developments,Rebel Group A,,0,25.084291157352084,94.0221357972885,2,2021-02,Winter,1,6.0
2021-03-11,2021,Churachandpur,Explosions/Remote violence,Unidentified Armed Group,,1,25.218474889228624,93.78076294451162,3,2021-03,Pre-Monsoon,1,2.0
2021-03-22,2021,Churachandpur,Battles,State Forces,,3,24.489489737158205,93.82067008925767,3,2021-03,Pre-Monsoon,1,2.0
2021-04-01,2021,Churachandpur,Riots,Civilians,Rebel Group A,0,25.05653542655784,93.75353366237874,4,2021-04,Pre-Monsoon,1,3.0
2021-04-23,2021,Churachandpur,Battles,Rebel Group A,Unidentified Armed Group,3,24.848583587172904,93.9819807478534,4,2021-04,Pre-Monsoon,1,2.0
2021-04-28,2021,Churachandpur,Battles,Unidentified Armed Group,,2,25.12035424803637,94.08659738426825,4,2021-04,Pre-Monsoon,1,3.0
2021-05-02,2021,Churachandpur,Strategic developments,Rebel Group B,Rebel Group A,0,24.97131314098416,93.9469915341151,5,2021-05,Pre-Monsoon,1,3.0
2021-05-09,2021,Churachandpur,Explosions/Remote violence,State Forces,Unidentified Armed Group,0,24.33469736079728,93.94968213877152,5,2021-05,Pre-Monsoon,1,4.0
2021-05-15,2021,Churachandpur,Battles,Unidentified Armed Group,Rebel Group B,1,24.897560779073373,93.9303313646334,5,2021-05,Pre-Monsoon,1,5.0
2021-06-11,2021,Churachandpur,Violence against civilians,State Forces,Rebel Group A,0,25.01664834262627,93.52083780305422,6,2021-06,Monsoon,1,2.0
2021-06-13,2021,Churachandpur,Battles,Protesters,,0,25.029774767526494,94.18022002145348,6,2021-06,Monsoon,1,3.0
2021-06-22,2021,Churachandpur,Violence against civilians,State Forces,Rebel Group B,0,24.845011712283,94.39171821657608,6,2021-06,Monsoon,1,3.0
2021-06-30,2021,Churachandpur,Battles,Protesters,Protesters,4,24.80758121888019,94.2486324176692,6,2021-06,Monsoon,1,4.0
2021-07-08,2021,Churachandpur,Violence against civilians,Unidentified Armed Group,,1,25.040113385131367,93.49207272594234,7,2021-07,Monsoon,1,5.0
2021-07-12,2021,Churachandpur,Violence against civilians,Protesters,Rebel Group A,1,25.135600660691672,93.81557019533884,7,2021-07,Monsoon,1,5.0
2021-07-19,2021,Churachandpur,Protests,Civilians,,0,24.60007368110924,94.18021896634748,7,2021-07,Monsoon,1,5.0
2021-07-20,2021,Churachandpur,Riots,Unidentified Armed Group,,0,24.672385961551534,94.2280702195803,7,2021-07,Monsoon,1,6.0
2021-07-21,2021,Churachandpur,Riots,Unidentified Armed Group,,0,24.18218766510037,93.62713125921732,7,2021-07,Monsoon,1,7.0
2021-07-23,2021,Churachandpur,Protests,Protesters,Unidentified Armed Group,0,24.646854702960518,94.03577684203528,7,2021-07,Monsoon,1,7.0
2021-07-27,2021,Churachandpur,Riots,Civilians,,2,24.91600946617999,93.9147800003475,7,2021-07,Monsoon,1,8.0
2021-07-30,2021,Churachandpur,Riots,Civilians,,0,24.63267066084979,94.22007037414568,7,2021-07,Monsoon,1,8.0
2021-07-30,2021,Churachandpur,Riots,Civilians,,0,24.63267066084979,94.22007037414568,7,2021-07,Monsoon,1,9.0
2021-07-30,2021,Churachandpur,Protests,Protesters,Rebel Group B,0,24.679774364645198,93.60362863544786,7,2021-07,Monsoon,1,8.0
2021-07-30,2021,Churachandpur,Protests,Protesters,Rebel Group B,0,24.679774364645198,93.60362863544786,7,2021-07,Monsoon,1,9.0
2021-08-04,2021,Churachandpur,Riots,State Forces,State Forces,0,25.060611707139348,93.91982895839806,8,2021-08,Monsoon,1,10.0
2021-08-04,2021,Churachandpur,Riots,State Forces,State Forces,0,25.060611707139348,93.91982895839806,8,2021-08,Monsoon,1,11.0
2021-08-04,2021,Churachandpur,Riots,Civilians,Rebel Group B,1,24.97271082341489,93.5902732728682,8,2021-08,Monsoon,1,10.0
2021-08-04,2021,Churachandpur,Riots,Civilians,Rebel Group B,1,24.97271082341489,93.5902732728682,8,2021-08,Monsoon,1,11.0
2021-08-07,2021,Churachandpur,Protests,Rebel Group B,,0,24.58174242706524,94.31304783804714,8,2021-08,Monsoon,1,11.0
2021-08-15,2021,Churachandpur,Strategic developments,Rebel Group A,State Forces,0,25.266544552038013,93.90074097671992,8,2021-08,Monsoon,1,11.0
2021-08-15,2021,Churachandpur,Strategic developments,Rebel Group A,State Forces,0,25.266544552038013,93.90074097671992,8,2021-08,Monsoon,1,12.0
2021-08-15,2021,Churachandpur,Battles,Rebel Group B,Unidentified Armed Group,1,24.4959837032784,93.5653139195044,8,2021-08,Monsoon,1,11.0
2021-08-15,2021,Churachandpur,Battles,Rebel Group B,Unidentified Armed Group,1,24.4959837032784,93.5653139195044,8,2021-08,Monsoon,1,12.0
2021-08-23,2021,Churachandpur,Protests,Civilians,State Forces,0,24.77792691875862,94.13061181020603,8,2021-08,Monsoon,1,9.0
2021-09-13,2021,Churachandpur,Riots,Civilians,State Forces,1,24.497163362636392,93.98915542084904,9,2021-09,Monsoon,1,4.0
2021-09-13,2021,Churachandpur,Riots,Civilians,State Forces,1,24.497163362636392,93.98915542084904,9,2021-09,Monsoon,1,5.0
2021-09-13,2021,Churachandpur,Protests,Civilians,Protesters,0,24.676066044974863,93.89521005489502,9,2021-09,Monsoon,1,4.0
2021-09-13,2021,Churachandpur,Protests,Civilians,Protesters,0,24.676066044974863,93.89521005489502,9,2021-09,Monsoon,1,5.0
2021-09-19,2021,Churachandpur,Protests,State Forces,Rebel Group A,0,24.699507672863867,93.94220264756424,9,2021-09,Monsoon,1,4.0
2021-09-20,2021,Churachandpur,Strategic developments,Rebel Group B,,0,24.5483331719361,94.2356025978166,9,2021-09,Monsoon,1,5.0
2021-09-23,2021,Churachandpur,Battles,Civilians,Protesters,0,24.77552070964865,94.05457392512076,9,2021-09,Monsoon,1,5.0
2021-09-27,2021,Churachandpur,Protests,Civilians,,0,24.899635329509,94.14096885288126,9,2021-09,Monsoon,1,6.0
2021-10-11,2021,Churachandpur,Strategic developments,Civilians,,0,24.786452480271876,94.22684287129525,10,2021-10,Post-Monsoon,1,7.0
2021-10-22,2021,Churachandpur,Explosions/Remote violence,Rebel Group B,Civilians,1,24.755032923232378,93.57672801779565,10,2021-10,Post-Monsoon,1,4.0
2021-11-05,2021,Churachandpur,Violence against civilians,State Forces,Unidentified Armed Group,0,25.11761047447218,93.86917141588847,11,2021-11,Post-Monsoon,1,3.0
2021-11-18,2021,Churachandpur,Violence against civilians,Civilians,,1,24.695733012887445,93.50829067182498,11,2021-11,Post-Monsoon,1,3.0
2021-11-23,2021,Churachandpur,Protests,Rebel Group A,Civilians,0,24.93534671857301,93.95146196455832,11,2021-11,Post-Monsoon,1,3.0
2021-12-02,2021,Churachandpur,Battles,Protesters,,1,24.863382528856235,94.29081361064335,12,2021-12,Winter,1,4.0
2021-12-16,2021,Churachandpur,Protests,Civilians,State Forces,0,24.48641202881566,94.0919826282084,12,2021-12,Winter,1,4.0
2021-12-19,2021,Churachandpur,Violence against civilians,State Forces,,0,24.5782377742499,94.31547240712204,12,2021-12,Winter,1,4.0
2021-12-27,2021,Churachandpur,Protests,Unidentified Armed Group,Civilians,0,24.579759110083167,94.2777890841127,12,2021-12,Winter,1,4.0
2021-12-31,2021,Churachandpur,Riots,State Forces,Unidentified Armed Group,1,25.11573609094844,93.93742849980278,12,2021-12,Winter,1,5.0
2022-01-11,2022,Churachandpur,Strategic developments,Rebel Group B,State Forces,0,24.70347178727954,93.80927406911908,1,2022-01,Winter,1,5.0
2022-01-26,2022,Churachandpur,Protests,Rebel Group B,Rebel Group B,0,24.723354634799264,93.87270464394156,1,2022-01,Winter,1,3.0
2022-02-07,2022,Churachandpur,Protests,State Forces,Rebel Group A,0,24.57097764160101,94.319049584178,2,2022-02,Winter,1,3.0
2022-02-09,2022,Churachandpur,Protests,Protesters,,0,25.221107909595595,93.54423524925872,2,2022-02,Winter,1,4.0
2022-02-19,2022,Churachandpur,Protests,Rebel Group A,,0,25.37316893370855,94.41737596078636,2,2022-02,Winter,1,4.0
2022-02-22,2022,Churachandpur,Protests,Civilians,,0,25.449135556961807,93.84836226476824,2,2022-02,Winter,1,5.0
2022-03-02,2022,Churachandpur,Battles,Rebel Group A,,2,23.94812338654189,94.11679826237746,3,2022-03,Pre-Monsoon,1,5.0
2022-03-02,2022,Churachandpur,Battles,Rebel Group A,,2,23.94812338654189,94.11679826237746,3,2022-03,Pre-Monsoon,1,6.0
2022-03-02,2022,Churachandpur,Riots,State Forces,,0,24.655326350016814,93.53762934514396,3,2022-03,Pre-Monsoon,1,5.0
2022-03-02,2022,Churachandpur,Riots,State Forces,,0,24.655326350016814,93.53762934514396,3,2022-03,Pre-Monsoon,1,6.0
2022-03-03,2022,Churachandpur,Battles,State Forces,State Forces,2,24.88542006029596,93.85127727712828,3,2022-03,Pre-Monsoon,1,7.0
2022-03-07,2022,Churachandpur,Riots,Civilians,Civilians,0,24.799957780985363,94.08599852910956,3,2022-03,Pre-Monsoon,1,8.0
2022-03-13,2022,Churachandpur,Violence against civilians,Rebel Group B,,1,24.97775510050148,94.6195476282943,3,2022-03,Pre-Monsoon,1,7.0
2022-03-21,2022,Churachandpur,Protests,Protesters,Protesters,0,24.7440785346355,93.7729845859709,3,2022-03,Pre-Monsoon,1,7.0
2022-04-15,2022,Churachandpur,Riots,Protesters,State Forces,3,25.241087186667546,94.33314996787853,4,2022-04,Pre-Monsoon,1,2.0
2022-05-06,2022,Churachandpur,Explosions/Remote violence,Rebel Group A,Unidentified Armed Group,3,24.427202919465163,93.82749352703404,5,2022-05,Pre-Monsoon,1,2.0
2022-05-13,2022,Churachandpur,Battles,State Forces,Protesters,1,24.523503578802437,93.4573661956774,5,2022-05,Pre-Monsoon,1,3.0
2022-05-27,2022,Churachandpur,Protests,Protesters,Protesters,0,24.287587707384453,93.52248276135984,5,2022-05,Pre-Monsoon,1,3.0
2022-06-04,2022,Churachandpur,Violence against civilians,Rebel Group B,State Forces,0,24.626725460679197,94.13824296333868,6,2022-06,Monsoon,1,4.0
2022-06-13,2022,Churachandpur,Protests,Rebel Group A,Rebel Group B,0,24.730482339909912,94.36545731234408,6,2022-06,Monsoon,1,3.0
2022-07-04,2022,Churachandpur,Protests,Protesters,Rebel Group B,0,24.483466510259667,93.6468862718624,7,2022-07,Monsoon,1,2.0
2022-07-04,2022,Churachandpur,Protests,Protesters,Rebel Group B,0,24.483466510259667,93.6468862718624,7,2022-07,Monsoon,1,3.0
2022-07-04,2022,Churachandpur,Violence against civilians,Rebel Group B,,0,25.04605680037145,94.22476263838549,7,2022-07,Monsoon,1,2.0
2022-07-04,2022,Churachandpur,Violence against civilians,Rebel Group B,,0,25.04605680037145,94.22476263838549,7,2022-07,Monsoon,1,3.0
2022-07-11,2022,Churachandpur,Strategic developments,Rebel Group A,,0,24.49242179041111,94.26126781430392,7,2022-07,Monsoon,1,4.0
2022-07-23,2022,Churachandpur,Violence against civilians,Civilians,Unidentified Armed Group,1,25.054885211153906,94.16678207334928,7,2022-07,Monsoon,1,4.0
2022-07-25,2022,Churachandpur,Protests,Civilians,Rebel Group B,0,24.66286693300043,93.98490930874183,7,2022-07,Monsoon,1,5.0
2022-08-02,2022,Churachandpur,Explosions/Remote violence,Rebel Group B,,0,24.60486982423713,94.2391380713419,8,2022-08,Monsoon,1,6.0
2022-08-03,2022,Churachandpur,Protests,Rebel Group A,Rebel Group A,0,24.98876230159219,93.9629852249546,8,2022-08,Monsoon,1,5.0
2022-08-10,2022,Churachandpur,Protests,Unidentified Armed Group,,0,24.90631105864444,93.6896427829911,8,2022-08,Monsoon,1,5.0
2022-08-17,2022,Churachandpur,Protests,State Forces,State Forces,0,24.970180207123093,94.46773721985114,8,2022-08,Monsoon,1,6.0
2022-08-30,2022,Churachandpur,Protests,State Forces,Rebel Group B,0,25.07092394834779,94.2765239281606,8,2022-08,Monsoon,1,5.0
2022-09-15,2022,Churachandpur,Violence against civilians,Unidentified Armed Group,Civilians,0,25.110095679511694,93.83198865217771,9,2022-09,Monsoon,1,3.0
2022-09-18,2022,Churachandpur,Strategic developments,Unidentified Armed Group,Rebel Group A,0,25.29413928168692,93.96178221224292,9,2022-09,Monsoon,1,3.0
2022-09-25,2022,Churachandpur,Protests,Rebel Group A,State Forces,0,24.39196400586525,93.55696929990468,9,2022-09,Monsoon,1,4.0
2022-09-26,2022,Churachandpur,Violence against civilians,State Forces,Rebel Group A,0,24.61550686355921,93.95096675645502,9,2022-09,Monsoon,1,5.0
2022-10-04,2022,Churachandpur,Strategic developments,Protesters,,0,24.68541406344629,94.24197871812773,10,2022-10,Post-Monsoon,1,5.0
